UAI;Nom_lycee;taux_interruption_formation
9710055H;LYCEE POLYVALENT PRIVE PENSIONNAT DE VERSAILLES (A ABSORBE LES UAI 9710066V ET 9711022J EN 2019);38
9710055H;LYCEE POLYVALENT PRIVE PENSIONNAT DE VERSAILLES (A ABSORBE LES UAI 9710066V ET 9711022J EN 2019);44
383208,00 F;LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE (A ABSORBE L'UAI 0381899H EN 2021);23
383208,00 F;LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE (A ABSORBE L'UAI 0381899H EN 2021);21
383208,00 F;LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE (A ABSORBE L'UAI 0381899H EN 2021);26
383208,00 F;LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE (A ABSORBE L'UAI 0381899H EN 2021);24
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;21
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;30
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;28
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;41
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;36
0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;42
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;20
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;27
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;22
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;19
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;28
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;31
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;21
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;25
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE;14
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;14
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;25
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;21
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;19
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;20
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;22
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;27
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;31
0761356L;LYCEE POLYVALENT PRIVE PROVIDENCE SAINTE THERESE LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX;28
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;17
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;18
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;24
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;43
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;16
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;25
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;21
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;22
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;14
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;23
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;11
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;11
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;23
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;14
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;24
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;17
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;18
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;22
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;16
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;43
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;21
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU LYCEE DES METIERS DE LA RESTAURATION;25
0381678T;LYCEE POLYVALENT PRIVE ROBIN;15
0381678T;LYCEE POLYVALENT PRIVE ROBIN;23
0381678T;LYCEE POLYVALENT PRIVE ROBIN;14
0381678T;LYCEE POLYVALENT PRIVE ROBIN;22
0381678T;LYCEE POLYVALENT PRIVE ROBIN;29
0381678T;LYCEE POLYVALENT PRIVE ROBIN;18
0381678T;LYCEE POLYVALENT PRIVE ROBIN;17
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;27
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;16
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;24
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;20
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;22
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;37
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;28
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;23
0220117H;LYCEE POLYVALENT PRIVE SACRE C_x001A_UR LYCEE DES METIERS DE LA PRODUCTION ET DES SERVICES AUX ENTRE;29
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;24
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;50
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;48
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;33
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;21
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;26
0070071P;LYCEE POLYVALENT PRIVE SACRE COEUR;28
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;33
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;27
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;22
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;57
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;52
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;18
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;36
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;17
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;37
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;30
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;28
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LA SALLE LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;54
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;24
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;16
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;27
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;22
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;20
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;28
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;29
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;37
0220117H;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE L INDUSTRIE ET DES SERVICES AUX ENTREPRISES;23
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;17
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;13
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;32
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;18
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;24
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;33
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;27
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;20
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;54
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;23
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;11
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE ET DE L HOTELLERIE;29
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;29
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;20
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;11
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;23
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;54
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;18
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;24
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;17
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;32
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;13
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;27
0480680D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DE LA GASTRONOMIE HOTELLERIE DES TECHNIQUES DU ;33
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;54
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;28
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;33
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;18
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;27
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;22
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;57
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;52
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;30
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;36
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;37
0440246D;LYCEE POLYVALENT PRIVE SACRE COEUR LYCEE DES METIERS DU COMMERCE ET DE LA GESTION;17
790078,00 F;LYCEE POLYVALENT PRIVE SAINT ANDRE;20
790078,00 F;LYCEE POLYVALENT PRIVE SAINT ANDRE;19
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;32
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;7
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;39
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;9
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;27
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;30
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;37
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;4
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE;26
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;26
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;4
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;37
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;39
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;32
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;7
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;30
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;27
0492420P;LYCEE POLYVALENT PRIVE SAINT AUBIN LA SALLE LYCEE DES METIERS DE L ENERGIE DES SYSTEMES MECANIQUES E;9
0211090W;LYCEE POLYVALENT PRIVE SAINT BENIGNE;21
0211090W;LYCEE POLYVALENT PRIVE SAINT BENIGNE;29
0211090W;LYCEE POLYVALENT PRIVE SAINT BENIGNE;24
0211090W;LYCEE POLYVALENT PRIVE SAINT BENIGNE;35
0211090W;LYCEE POLYVALENT PRIVE SAINT BENIGNE;41
0930936M;LYCEE POLYVALENT PRIVE SAINT BENOIST DE L EUROPE;19
0930936M;LYCEE POLYVALENT PRIVE SAINT BENOIST DE L EUROPE;30
0930936M;LYCEE POLYVALENT PRIVE SAINT BENOIST DE L EUROPE;27
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;24
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;63
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;26
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;20
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;48
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX;61
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;61
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;26
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;48
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;20
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;63
0721684P;LYCEE POLYVALENT PRIVE SAINT CHARLES SAINTE CROIX LYCEE DES METIERS COMMERCE COMPTABILITE GESTION LY;24
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR;21
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR;13
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR;18
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR SAINTE JULITTE;18
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR SAINTE JULITTE;13
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR SAINTE JULITTE;21
0622199D;LYCEE POLYVALENT PRIVE SAINT DENIS;25
0622199D;LYCEE POLYVALENT PRIVE SAINT DENIS;32
0622199D;LYCEE POLYVALENT PRIVE SAINT DENIS;40
0622199D;LYCEE POLYVALENT PRIVE SAINT DENIS;27
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;16
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;18
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;22
0890067P;LYCEE POLYVALENT PRIVE SAINT ETIENNE;24
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;15
0890067P;LYCEE POLYVALENT PRIVE SAINT ETIENNE;23
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;21
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;27
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;23
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;19
0890067P;LYCEE POLYVALENT PRIVE SAINT ETIENNE;26
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;13
0350793X;LYCEE POLYVALENT PRIVE SAINT ETIENNE;17
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;46
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;58
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;28
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;51
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;35
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;52
0450106W;LYCEE POLYVALENT PRIVE SAINT FRANCOIS DE SALES;27
0371184L;LYCEE POLYVALENT PRIVE SAINT GILLES;18
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE;26
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE;9
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE;13
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE;24
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE ET DE L A;24
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE ET DE L A;13
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE ET DE L A;26
0511146U;LYCEE POLYVALENT PRIVE SAINT JEAN BAPTISTE DE LA SALLE LYCEE DES METIERS DE LA MAINTENANCE ET DE L A;9
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;19
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;16
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;26
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;31
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;10
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;18
0754239A;LYCEE POLYVALENT PRIVE SAINT JEAN DE MONTMARTRE LYCEE DES METIERS PRIVE DE LA VENTE ET DU COMMERCE;29
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;26
0211089V;LYCEE POLYVALENT PRIVE SAINT JOSEPH;41
0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;15
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;15
0762442S;LYCEE POLYVALENT PRIVE SAINT JOSEPH;43
0410954P;LYCEE POLYVALENT PRIVE SAINT JOSEPH;48
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;26
0211089V;LYCEE POLYVALENT PRIVE SAINT JOSEPH;27
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;29
0060774J;LYCEE POLYVALENT PRIVE SAINT JOSEPH;37
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;36
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;28
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;28
0211089V;LYCEE POLYVALENT PRIVE SAINT JOSEPH;30
0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;20
0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;37
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;30
0060774J;LYCEE POLYVALENT PRIVE SAINT JOSEPH;36
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;36
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;23
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;45
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;19
0060774J;LYCEE POLYVALENT PRIVE SAINT JOSEPH;40
0211089V;LYCEE POLYVALENT PRIVE SAINT JOSEPH;32
0211089V;LYCEE POLYVALENT PRIVE SAINT JOSEPH;37
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;20
0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;12
0060774J;LYCEE POLYVALENT PRIVE SAINT JOSEPH;47
0341523W;LYCEE POLYVALENT PRIVE SAINT JOSEPH;22
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;19
0762442S;LYCEE POLYVALENT PRIVE SAINT JOSEPH;32
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;18
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;24
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;21
0410954P;LYCEE POLYVALENT PRIVE SAINT JOSEPH;42
0790080H;LYCEE POLYVALENT PRIVE SAINT JOSEPH;35
0762442S;LYCEE POLYVALENT PRIVE SAINT JOSEPH;60
0593077Z;LYCEE POLYVALENT PRIVE SAINT JOSEPH;22
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;16
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;14
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;27
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;34
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;26
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;8
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;18
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;17
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;22
0160083D;LYCEE POLYVALENT PRIVE SAINT JOSEPH L AMANDIER;37
