UAI;Nom_lycee;IPS_voie_pro
382863,00 F;LYCEE POLYVALENT DU GRESIVAUDAN;119,6
0771658J;LYCEE POLYVALENT DU GUE A TRESMES;94,7
0771658J;LYCEE POLYVALENT DU GUE A TRESMES;91,3
0771658J;LYCEE POLYVALENT DU GUE A TRESMES;94,8
0771658J;LYCEE POLYVALENT DU GUE A TRESMES;95
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION - DES ARTS ET DE;95
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION - DES ARTS ET DE;91,3
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION - DES ARTS ET DE;94,8
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION - DES ARTS ET DE;94,7
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION / DES ARTS ET DE;94,7
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION / DES ARTS ET DE;91,3
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION / DES ARTS ET DE;95
0771658J;LYCEE POLYVALENT DU GUE A TRESMES LYCEE DES METIERS DE L HOTELLERIE ET RESTAURATION / DES ARTS ET DE;94,8
0790031E;LYCEE POLYVALENT DU HAUT VAL DE SEVRE LYCEE DES METIERS DU HAUT VAL DE SEVRE;84,9
0790031E;LYCEE POLYVALENT DU HAUT VAL DE SEVRE LYCEE DES METIERS DU HAUT VAL DE SEVRE;89,2
0790031E;LYCEE POLYVALENT DU HAUT VAL DE SEVRE LYCEE DES METIERS DU HAUT VAL DE SEVRE;85,8
0790031E;LYCEE POLYVALENT DU HAUT VAL DE SEVRE LYCEE DES METIERS DU HAUT VAL DE SEVRE;90,5
9720823M;LYCEE POLYVALENT DU NORD CARAIBE;81,2
9720823M;LYCEE POLYVALENT DU NORD CARAIBE;83,2
9720823M;LYCEE POLYVALENT DU NORD CARAIBE;81,4
9720823M;LYCEE POLYVALENT DU NORD CARAIBE;79,6
0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;85,6
0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;83,7
0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;84,2
0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;86,6
0170070J;LYCEE POLYVALENT DU PAYS D AUNIS LYCEE DES METIERS DU BOIS;88,7
0170070J;LYCEE POLYVALENT DU PAYS D AUNIS LYCEE DES METIERS DU BOIS;89,9
0170070J;LYCEE POLYVALENT DU PAYS D AUNIS LYCEE DES METIERS DU BOIS;89,4
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE;67,1
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE;67,7
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE;69
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE;70,6
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEMES;70,6
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEMES;69
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEMES;67,7
0596854E;LYCEE POLYVALENT DU PAYS DE CONDE LYCEE DES METIERS DE LA CONDUITE ET DE LA MAINTENANCE DES SYSTEMES;67,1
0130049H;LYCEE POLYVALENT DU REMPART (A ABSORBE L'UAI 0130172S EN 2021);85,3
0831646N;LYCEE POLYVALENT DU VAL D ARGENS;90,7
0831646N;LYCEE POLYVALENT DU VAL D ARGENS;91,5
0831646N;LYCEE POLYVALENT DU VAL D ARGENS;94,1
0831646N;LYCEE POLYVALENT DU VAL D ARGENS;92,3
0597005U;LYCEE POLYVALENT DU VAL DE LYS;82,4
0597005U;LYCEE POLYVALENT DU VAL DE LYS;85,4
0597005U;LYCEE POLYVALENT DU VAL DE LYS;85,1
0597005U;LYCEE POLYVALENT DU VAL DE LYS;84
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;73,2
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;72,6
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;72,3
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;73,7
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE (A ABSORBE L'UAI 0800061G;72,3
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE (A ABSORBE L'UAI 0800061G;73,7
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE (A ABSORBE L'UAI 0800061G;72,6
0801864S;LYCEE POLYVALENT DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE (A ABSORBE L'UAI 0800061G;73,2
0781883Y;LYCEE POLYVALENT DUMONT D URVILLE;90,3
0781883Y;LYCEE POLYVALENT DUMONT D URVILLE;89,9
0781883Y;LYCEE POLYVALENT DUMONT D URVILLE;89,3
0781883Y;LYCEE POLYVALENT DUMONT D URVILLE;89,8
0290108K;LYCEE POLYVALENT DUPUY DE LOME;79
0290108K;LYCEE POLYVALENT DUPUY DE LOME;77,4
0290108K;LYCEE POLYVALENT DUPUY DE LOME;78
0290108K;LYCEE POLYVALENT DUPUY DE LOME;77,5
0681809X;LYCEE POLYVALENT E BUGATTI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;76,8
0681809X;LYCEE POLYVALENT E BUGATTI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;76,5
0681809X;LYCEE POLYVALENT E BUGATTI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;75,8
0681809X;LYCEE POLYVALENT E BUGATTI LYCEE DES METIERS DE L AUTOMOBILE DU TRANSPORT ET DE LA LOGISTIQUE;76
0750671X;LYCEE POLYVALENT EDGAR QUINET;79,5
0750671X;LYCEE POLYVALENT EDGAR QUINET;81,1
0750671X;LYCEE POLYVALENT EDGAR QUINET;79,7
0750671X;LYCEE POLYVALENT EDGAR QUINET;78,6
0951728M;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DE LA RELATION CLIENT ET DU MANAGEMENT;89,3
0951728M;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DE LA RELATION CLIENT ET DU MANAGEMENT;86,1
0951728M;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DE LA RELATION CLIENT ET DU MANAGEMENT;88
0951728M;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DE LA RELATION CLIENT ET DU MANAGEMENT;88,2
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS;100,6
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS;105
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS;102,5
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS;105,4
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS (A ABSORBE L'UAI 0310006N EN 2018);105
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS (A ABSORBE L'UAI 0310006N EN 2018);102,5
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS (A ABSORBE L'UAI 0310006N EN 2018);100,6
0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS (A ABSORBE L'UAI 0310006N EN 2018);105,4
0700905D;LYCEE POLYVALENT EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;91,9
0700905D;LYCEE POLYVALENT EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;95
0700905D;LYCEE POLYVALENT EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;91,6
0700905D;LYCEE POLYVALENT EDOUARD BELIN LYCEE DES METIERS DE L INGENIERIE NUMERIQUE;89,4
0941018W;LYCEE POLYVALENT EDOUARD BRANLY;86,7
0941018W;LYCEE POLYVALENT EDOUARD BRANLY;85,6
0941018W;LYCEE POLYVALENT EDOUARD BRANLY;88,3
0690128P;LYCEE POLYVALENT EDOUARD BRANLY;95,8
0690128P;LYCEE POLYVALENT EDOUARD BRANLY;95
0690128P;LYCEE POLYVALENT EDOUARD BRANLY;96,6
0690128P;LYCEE POLYVALENT EDOUARD BRANLY;93,8
0690128P;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DE L ENERGIE DE LA LUMIERE ET DU NUMERIQUE;95,8
0690128P;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DE L ENERGIE DE LA LUMIERE ET DU NUMERIQUE;95
0690128P;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DE L ENERGIE DE LA LUMIERE ET DU NUMERIQUE;96,6
0690128P;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DE L ENERGIE DE LA LUMIERE ET DU NUMERIQUE;93,8
0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;90,3
0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;89,4
0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;91,3
0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;88,8
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT;83,6
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT;82,6
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT;80,1
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT;82,7
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES DE L IND;80,1
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES DE L IND;82,6
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES DE L IND;83,6
0620052V;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DU BATIMENT ET DES ENERGIES RENOUVELABLES DE L IND;82,7
0762600N;LYCEE POLYVALENT EDOUARD DELAMARE DEBOUTTEVILLE;88,6
0762600N;LYCEE POLYVALENT EDOUARD DELAMARE DEBOUTTEVILLE;89,6
0762600N;LYCEE POLYVALENT EDOUARD DELAMARE DEBOUTTEVILLE;87,4
0762600N;LYCEE POLYVALENT EDOUARD DELAMARE DEBOUTTEVILLE;90,5
0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;91,8
0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;90,8
0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;91,9
0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;89
0180035R;LYCEE POLYVALENT EDOUARD VAILLANT;79
0180035R;LYCEE POLYVALENT EDOUARD VAILLANT;79,1
0180035R;LYCEE POLYVALENT EDOUARD VAILLANT;79,3
0180035R;LYCEE POLYVALENT EDOUARD VAILLANT;79,9
0380073Y;LYCEE POLYVALENT ELIE CARTAN LYCEE DES METIERS DES EQUIPEMENTS INDUSTRIELS ET DU TEXTILE;91,6
0380073Y;LYCEE POLYVALENT ELIE CARTAN LYCEE DES METIERS DES EQUIPEMENTS INDUSTRIELS ET DU TEXTILE;95,9
0380073Y;LYCEE POLYVALENT ELIE CARTAN LYCEE DES METIERS DES EQUIPEMENTS INDUSTRIELS ET DU TEXTILE;90,3
0380073Y;LYCEE POLYVALENT ELIE CARTAN LYCEE DES METIERS DES EQUIPEMENTS INDUSTRIELS ET DU TEXTILE;95,2
9730308X;LYCEE POLYVALENT ELIE CASTOR;67,4
9730308X;LYCEE POLYVALENT ELIE CASTOR;65,6
9730308X;LYCEE POLYVALENT ELIE CASTOR;66,8
9730308X;LYCEE POLYVALENT ELIE CASTOR;66
0750677D;LYCEE POLYVALENT ELISA LEMONNIER;87,2
0750677D;LYCEE POLYVALENT ELISA LEMONNIER;88,4
0750677D;LYCEE POLYVALENT ELISA LEMONNIER;82,3
0750677D;LYCEE POLYVALENT ELISA LEMONNIER;80,9
0380081G;LYCEE POLYVALENT ELLA FITZGERALD;86,7
0380081G;LYCEE POLYVALENT ELLA FITZGERALD;89,7
0380081G;LYCEE POLYVALENT ELLA FITZGERALD;88,1
0380081G;LYCEE POLYVALENT ELLA FITZGERALD;89
0711729U;LYCEE POLYVALENT EMILAND GAUTHEY LYCEE DES METIERS DE LA RELATION CLIENTELE ET DE LA MODE;83,4
0711729U;LYCEE POLYVALENT EMILAND GAUTHEY LYCEE DES METIERS DE LA RELATION CLIENTELE ET DE LA MODE;86,6
0711729U;LYCEE POLYVALENT EMILAND GAUTHEY LYCEE DES METIERS DE LA RELATION CLIENTELE ET DE LA MODE;86,9
0711729U;LYCEE POLYVALENT EMILAND GAUTHEY LYCEE DES METIERS DE LA RELATION CLIENTELE ET DE LA MODE;86
0170020E;LYCEE POLYVALENT EMILE COMBES LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECONSTRUCTION;87,3
0170020E;LYCEE POLYVALENT EMILE COMBES LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECONSTRUCTION;86,4
0170020E;LYCEE POLYVALENT EMILE COMBES LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECONSTRUCTION;91,5
0170020E;LYCEE POLYVALENT EMILE COMBES LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECONSTRUCTION;86,6
500002,00 F;LYCEE POLYVALENT EMILE LITTRE;88,1
0670089H;LYCEE POLYVALENT EMILE MATHIS LYCEE DES METIERS;80,4
0670089H;LYCEE POLYVALENT EMILE MATHIS LYCEE DES METIERS;79
0670089H;LYCEE POLYVALENT EMILE MATHIS LYCEE DES METIERS;77,7
0670089H;LYCEE POLYVALENT EMILE MATHIS LYCEE DES METIERS;78,6
0160022M;LYCEE POLYVALENT EMILE ROUX;84,5
0160022M;LYCEE POLYVALENT EMILE ROUX;87,3
0160022M;LYCEE POLYVALENT EMILE ROUX;84,2
0160022M;LYCEE POLYVALENT EMILE ROUX;91,3
0590233H;LYCEE POLYVALENT EMILE ZOLA;71,4
0590233H;LYCEE POLYVALENT EMILE ZOLA;71,7
0590233H;LYCEE POLYVALENT EMILE ZOLA;70,6
0590233H;LYCEE POLYVALENT EMILE ZOLA;68,9
130001,00 F;LYCEE POLYVALENT EMILE ZOLA;90
130001,00 F;LYCEE POLYVALENT EMILE ZOLA;101,8
130001,00 F;LYCEE POLYVALENT EMILE ZOLA;97
130001,00 F;LYCEE POLYVALENT EMILE ZOLA (A ABSORBE L'UAI 0132569X EN 2019);97
130001,00 F;LYCEE POLYVALENT EMILE ZOLA (A ABSORBE L'UAI 0132569X EN 2019);90
130001,00 F;LYCEE POLYVALENT EMILE ZOLA (A ABSORBE L'UAI 0132569X EN 2019);101,8
0781819D;LYCEE POLYVALENT EMILIE DE BRETEUIL;106,6
0781819D;LYCEE POLYVALENT EMILIE DE BRETEUIL;110
0781819D;LYCEE POLYVALENT EMILIE DE BRETEUIL;106,5
0781819D;LYCEE POLYVALENT EMILIE DE BRETEUIL;104,8
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET;95,2
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET;94,9
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET;96,2
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET;99,1
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;95,2
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;94,9
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;96,2
0772688D;LYCEE POLYVALENT EMILIE DU CHATELET LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;99,1
0430953C;LYCEE POLYVALENT EMMANUEL CHABRIER;88,5
0430953C;LYCEE POLYVALENT EMMANUEL CHABRIER;92,7
0430953C;LYCEE POLYVALENT EMMANUEL CHABRIER;89,1
0430953C;LYCEE POLYVALENT EMMANUEL CHABRIER;92,6
0542262R;LYCEE POLYVALENT EMMANUEL HERE LYCEE DES METIERS DU BATIMENT ET DE L ENERGIE;83,7
0542262R;LYCEE POLYVALENT EMMANUEL HERE LYCEE DES METIERS DU BATIMENT ET DE L ENERGIE;81,9
0542262R;LYCEE POLYVALENT EMMANUEL HERE LYCEE DES METIERS DU BATIMENT ET DE L ENERGIE;79,7
0380032D;LYCEE POLYVALENT EMMANUEL MOUNIER;82,2
0380032D;LYCEE POLYVALENT EMMANUEL MOUNIER;80,9
0380032D;LYCEE POLYVALENT EMMANUEL MOUNIER (A ABSORBE L'UAI 0380037J EN 2020);82,2
0380032D;LYCEE POLYVALENT EMMANUEL MOUNIER (A ABSORBE L'UAI 0380037J EN 2020);80,9
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX;78,7
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX;83,2
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX;79,7
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX;78,1
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX LYCEE DES METIERS DE LA CHAUDRONNERIE;78,1
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX LYCEE DES METIERS DE LA CHAUDRONNERIE;78,7
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX LYCEE DES METIERS DE LA CHAUDRONNERIE;83,2
0590192N;LYCEE POLYVALENT ERNEST COUTEAUX LYCEE DES METIERS DE LA CHAUDRONNERIE;79,7
0573491K;LYCEE POLYVALENT ERNEST CUVELETTE;69,2
0573491K;LYCEE POLYVALENT ERNEST CUVELETTE;70,7
0573491K;LYCEE POLYVALENT ERNEST CUVELETTE;72,9
0573491K;LYCEE POLYVALENT ERNEST CUVELETTE;74,3
0111048E;LYCEE POLYVALENT ERNEST FERROUL;81
0111048E;LYCEE POLYVALENT ERNEST FERROUL;82
0111048E;LYCEE POLYVALENT ERNEST FERROUL;83
0300027S;LYCEE POLYVALENT ERNEST HEMINGWAY;79,8
0300027S;LYCEE POLYVALENT ERNEST HEMINGWAY;83,2
0300027S;LYCEE POLYVALENT ERNEST HEMINGWAY;84,2
0300027S;LYCEE POLYVALENT ERNEST HEMINGWAY;83,9
0770940D;LYCEE POLYVALENT ETIENNE BEZOUT;84,6
0770940D;LYCEE POLYVALENT ETIENNE BEZOUT;85,4
0770940D;LYCEE POLYVALENT ETIENNE BEZOUT;87,6
0770940D;LYCEE POLYVALENT ETIENNE BEZOUT;85,5
922443,00 F;LYCEE POLYVALENT ETIENNE JULES MAREY LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSON;93
922443,00 F;LYCEE POLYVALENT ETIENNE JULES MAREY LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSON;94,3
922443,00 F;LYCEE POLYVALENT ETIENNE JULES MAREY LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSON;95,2
922443,00 F;LYCEE POLYVALENT ETIENNE JULES MAREY LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSON;93,3
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN;82,1
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN;83,8
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN;83,6
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN;82,7
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN LYCEE DES METIERS DE L INDUSTRIE DU TRANSPORT ET DE LA LOGISTIQUE;83,8
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN LYCEE DES METIERS DE L INDUSTRIE DU TRANSPORT ET DE LA LOGISTIQUE;82,1
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN LYCEE DES METIERS DE L INDUSTRIE DU TRANSPORT ET DE LA LOGISTIQUE;83,6
510007,00 F;LYCEE POLYVALENT ETIENNE OEHMICHEN LYCEE DES METIERS DE L INDUSTRIE DU TRANSPORT ET DE LA LOGISTIQUE;82,7
0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;76
0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;76,8
0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;75,5
0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;76,1
0932119Y;LYCEE POLYVALENT EUGENE HENAFF;83,1
0932119Y;LYCEE POLYVALENT EUGENE HENAFF;83
0932119Y;LYCEE POLYVALENT EUGENE HENAFF;84,4
0932119Y;LYCEE POLYVALENT EUGENE HENAFF;79,9
0932119Y;LYCEE POLYVALENT EUGENE HENAFF LYCEE DES METIERS DE L ENERGIE;79,9
0932119Y;LYCEE POLYVALENT EUGENE HENAFF LYCEE DES METIERS DE L ENERGIE;84,4
0932119Y;LYCEE POLYVALENT EUGENE HENAFF LYCEE DES METIERS DE L ENERGIE;83
0932119Y;LYCEE POLYVALENT EUGENE HENAFF LYCEE DES METIERS DE L ENERGIE;83,1
0952173W;LYCEE POLYVALENT EUGENE RONCERAY;81,8
0952173W;LYCEE POLYVALENT EUGENE RONCERAY;76,8
0952173W;LYCEE POLYVALENT EUGENE RONCERAY;80,4
0952173W;LYCEE POLYVALENT EUGENE RONCERAY;79,9
0590168M;LYCEE POLYVALENT EUGENE THOMAS;86,6
0590168M;LYCEE POLYVALENT EUGENE THOMAS;86
0590168M;LYCEE POLYVALENT EUGENE THOMAS;82,5
0590168M;LYCEE POLYVALENT EUGENE THOMAS;79,5
0620140R;LYCEE POLYVALENT EUGENE WOILLEZ;77,4
0620140R;LYCEE POLYVALENT EUGENE WOILLEZ;82
0620140R;LYCEE POLYVALENT EUGENE WOILLEZ;83,6
0620140R;LYCEE POLYVALENT EUGENE WOILLEZ;77,1
0932116V;LYCEE POLYVALENT EUGENIE COTTON LYCEE DES METIERS CREATION GRAPHIQUE NUMERIQUE ET DEVELOPPEMENT DE L;82,1
0932116V;LYCEE POLYVALENT EUGENIE COTTON LYCEE DES METIERS CREATION GRAPHIQUE NUMERIQUE ET DEVELOPPEMENT DE L;82,4
0932116V;LYCEE POLYVALENT EUGENIE COTTON LYCEE DES METIERS CREATION GRAPHIQUE NUMERIQUE ET DEVELOPPEMENT DE L;82,8
0932116V;LYCEE POLYVALENT EUGENIE COTTON LYCEE DES METIERS CREATION GRAPHIQUE NUMERIQUE ET DEVELOPPEMENT DE L;81
0490018D;LYCEE POLYVALENT EUROPE ROBERT SCHUMAN LYCEE DES METIERS DE LA GESTION D ENTREPRISE ET DU COMMERCE A;79,6
0490018D;LYCEE POLYVALENT EUROPE ROBERT SCHUMAN LYCEE DES METIERS DE LA GESTION D ENTREPRISE ET DU COMMERCE A;80,7
0490018D;LYCEE POLYVALENT EUROPE ROBERT SCHUMAN LYCEE DES METIERS DE LA GESTION D ENTREPRISE ET DU COMMERCE A;79,3
0490018D;LYCEE POLYVALENT EUROPE ROBERT SCHUMAN LYCEE DES METIERS DE LA GESTION D ENTREPRISE ET DU COMMERCE A;78,1
0510068X;LYCEE POLYVALENT EUROPEEN STEPHANE HESSEL LYCEE DES METIERS INDUSTRIELS ET TERTIAIRES DU VIGNOBLE;82,3
0510068X;LYCEE POLYVALENT EUROPEEN STEPHANE HESSEL LYCEE DES METIERS INDUSTRIELS ET TERTIAIRES DU VIGNOBLE;81,1
0510068X;LYCEE POLYVALENT EUROPEEN STEPHANE HESSEL LYCEE DES METIERS INDUSTRIELS ET TERTIAIRES DU VIGNOBLE;81,8
0510068X;LYCEE POLYVALENT EUROPEEN STEPHANE HESSEL LYCEE DES METIERS INDUSTRIELS ET TERTIAIRES DU VIGNOBLE;80,4
0951748J;LYCEE POLYVALENT EVARISTE GALOIS;91
0951748J;LYCEE POLYVALENT EVARISTE GALOIS;89,8
0951748J;LYCEE POLYVALENT EVARISTE GALOIS;90,6
0951748J;LYCEE POLYVALENT EVARISTE GALOIS;91,1
0932047V;LYCEE POLYVALENT EVARISTE GALOIS LYCEE DES METIERS DE L AUDIOVISUEL;84,3
0932047V;LYCEE POLYVALENT EVARISTE GALOIS LYCEE DES METIERS DE L AUDIOVISUEL;88,1
0932047V;LYCEE POLYVALENT EVARISTE GALOIS LYCEE DES METIERS DE L AUDIOVISUEL;82,4
0932047V;LYCEE POLYVALENT EVARISTE GALOIS LYCEE DES METIERS DE L AUDIOVISUEL;79,3
0380092U;LYCEE POLYVALENT FERDINAND BUISSON;99,3
0380092U;LYCEE POLYVALENT FERDINAND BUISSON;100,8
0380092U;LYCEE POLYVALENT FERDINAND BUISSON;98,9
0380092U;LYCEE POLYVALENT FERDINAND BUISSON;98,8
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;81,2
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;83,3
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;79,9
0760030V;LYCEE POLYVALENT FERDINAND BUISSON LYCEE DES METIERS DE LA CHIMIE ET DE L AUTOMATISME;81,5
0951811C;LYCEE POLYVALENT FERNAND ET NADIA LEGER LYCEE DES METIERS DU SOCIAL DE LA SANTE DES SERVICES;79,1
0951811C;LYCEE POLYVALENT FERNAND ET NADIA LEGER LYCEE DES METIERS DU SOCIAL DE LA SANTE DES SERVICES;79,6
0951811C;LYCEE POLYVALENT FERNAND ET NADIA LEGER LYCEE DES METIERS DU SOCIAL DE LA SANTE DES SERVICES;81,6
0951811C;LYCEE POLYVALENT FERNAND ET NADIA LEGER LYCEE DES METIERS DU SOCIAL DE LA SANTE DES SERVICES;79
0941972H;LYCEE POLYVALENT FERNAND LEGER LYCEE DES METIERS DE LA MAINTENANCE ET DE L APRES VENTE AUTOMOBILE;79,8
0941972H;LYCEE POLYVALENT FERNAND LEGER LYCEE DES METIERS DE LA MAINTENANCE ET DE L APRES VENTE AUTOMOBILE;80,2
